type,Price(EGP),listing type,rent period,location,Area(m2),bedrooms,Bathrooms,Down payment,Instalment,post link,Full Descrption
Townhouse,"10,000,000",buy,N/A,"Tawny Compound, 6th of October, Giza",240,5,4,N/A,N/A,https://www.bayut.eg/en/property/details-502706592.html,Townhouse for sale with immediate delivery in Sheikh Zayed next to Hyper One
Townhouse,"33,303,535",buy,N/A,"Soul, North Coast, Matruh",200,4,3,"EGP 27,000,000",N/A,https://www.bayut.eg/en/property/details-502672287.html,Under Market Price Corner Townhouse For Sale At Soul Breeze
Apartment,"10,500,000",buy,N/A,"Saraya, Sidi Beshr, Alexandria",214,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503428663.html,Apartment for sale 214 m Al-Sarayah (direct sea view)
Apartment,"7,900,000",buy,N/A,"Saba Pasha, Alexandria",160,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503421947.html,Your Dream Sea View Home in Saba Pasha – Prime Location & Stunning Views
Penthouse,"11,500,000",buy,N/A,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo",164,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503421776.html,Penthouse for sale 164m+ roof 90m below market price prime view ready for viewing anytime ready to move fully finished in Mountain View Hyde Park
Villa,"14,500,000",buy,N/A,"Shorouk City, Cairo",450,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503421492.html,450m Villa Ultra Super Lux Immediate Delivery | Armed Forces Compound next to Carrefour Al-Shorouk
Apartment,"2,205,000",buy,N/A,"New Obour City, Obour City, Cairo",111,2,2,"EGP 330,750","EGP 22,300 monthly / 7 years",https://www.bayut.eg/en/property/details-503421456.html,"With an instant discount of 15% for a limited time and a 15% down payment, you can own your unit in New Obour City, with two rooms of 111 meters."
Chalet,"7,300,000",buy,N/A,"Alamein, North Coast, Matruh",140,2,1,"EGP 365,000",N/A,https://www.bayut.eg/en/property/details-503421337.html,Finished chalet on the beach and lagoon with a 5% down payment and installments over 3 years in the heart of El Alamein
Villa,"47,000,000",buy,N/A,"Rehab City, New Cairo, Cairo",650,7,7,N/A,N/A,https://www.bayut.eg/en/property/details-503421317.html,"For sale, Villa Standard One in Al Rehab City, model Y, area 650 sqm, fully customized finishes, view of a beautiful garden. The sale includes furniture and appliances."
Apartment,"6,600,000",buy,N/A,"7th District, Sheikh Zayed, Giza",230,5,3,N/A,N/A,https://www.bayut.eg/en/property/details-503246465.html,"A 230m apartment finished with air conditioning, a 170m roof in the Seventh District, Sheikh Zayed, 5 rooms and 3 bathrooms."
Townhouse,"20,000,000",buy,N/A,"Swan Lake West, Sheikh Zayed, Giza",260,5,5,N/A,N/A,https://www.bayut.eg/en/property/details-503065416.html,Own a townhouse for sale in the most distinguished compound and the most distinguished location; immediate key delivery.
Villa,"30,000,000",buy,N/A,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",374,6,5,N/A,N/A,https://www.bayut.eg/en/property/details-502803839.html,Under Market Price Standalone Villa For Sale At Hyde Park New Cairo
Chalet,"5,400,000",buy,N/A,"Naia Bay, Ras Al Hekma, North Coast, Matruh",65,N/A,1,"EGP 4,500,000",N/A,https://www.bayut.eg/en/property/details-502799192.html,Studio for sale (Naya Bay) 65 m
Villa,"11,000,000",buy,N/A,"Cleopatra Palace, Shorouk City, Cairo",328,5,2,N/A,N/A,https://www.bayut.eg/en/property/details-502712428.html,"Townhouse villa for sale, ready for viewing in Al-Nadi Al-Shorouk neighborhood"
Apartment,"50,000",rent,Monthly,"Rehab City, New Cairo, Cairo",162,3,3,"EGP 50,000",N/A,https://www.bayut.eg/en/property/details-503431744.html,"Furnished apartment for rent in Al Rehab 162 m, excellent furniture"
Apartment,"3,500",rent,Daily,"Kamaran, Gouna, Red Sea",75,1,1,"EGP 5,500",N/A,https://www.bayut.eg/en/property/details-503431740.html,One bedroom apartment for rent in El Gouna – Kamaran
Villa,"60,000",rent,Monthly,"Celia, New Capital City, Cairo",650,8,7,"EGP 60,000",N/A,https://www.bayut.eg/en/property/details-503431671.html,"The largest villa for rent in the Sylya Compound, New Administrative Capital, first occupancy, ultra super lux finishing, 8 bedrooms."
Apartment,"35,000",rent,Monthly,"Rehab City, New Cairo, Cairo",60,N/A,1,"EGP 35,000",N/A,https://www.bayut.eg/en/property/details-503431360.html,"Furnished studio apartment with garden for rent in Al Rehab. First occupancy, ultra-super-luxury finishing, ready for immediate move-in."
Apartment,"75,000",rent,Monthly,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",138,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503431108.html,Fully furnished Ground with garden 2 bedrooms apartment for rent in Cairo festival city 5th settlement new cairo
Apartment,"35,000",rent,Monthly,"Madinaty, Cairo",74,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503431081.html,Furnished Apartment for Rent in the Most Beautiful and Newest Phase of Madinaty – B12
Apartment,"25,000",rent,Monthly,"Rehab City, New Cairo, Cairo",170,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503430911.html,Apartment for rent great price ready to move in typical floor with elevator 3 bedrooms 170 sqm easy viewings in Al Rehab 1 - Phase 4 - New Cairo
Apartment,"80,000",rent,Monthly,"Lake view Residence Compound, 5th Settlement, New Cairo, Cairo",210,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503430814.html,"Apartment for rent in lake view resiedence ,with kitchen and ACs,fifth settlement new cairo."
Duplex,"60,000",rent,Monthly,"Porto New Cairo - Nyoum Compound, 5th Settlement, New Cairo, Cairo",143,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503430730.html,Duplex for Rent in Porto New Cairo Near AUC
Villa,"160,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",270,4,4,"EGP 160,000",N/A,https://www.bayut.eg/en/property/details-503430401.html,4 Bedrooms Modern Fully Furnished Standalone Villa For Rent in Compound Mivida 5th Settlement
Apartment,"30,000",rent,Monthly,"Nasr City, Cairo",165,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503430068.html,Apartment for Rent in Nabil El Wakkad | 165 sqm | First Use | Ultra Lux
Twin House,"220,000",rent,Monthly,"Madinaty, Cairo",275,4,2,N/A,N/A,https://www.bayut.eg/en/property/details-503429792.html,"Furnished twin villa for rent in Madinaty - View Garden, Model H, fully equipped twin villa, brand new."
Apartment,"14,000",rent,Monthly,"Madinaty, Cairo",96,2,2,"EGP 14,000",N/A,https://www.bayut.eg/en/property/details-503429546.html,"A fantastic and exceptionally well-finished apartment for rent, 96 square meters, in B7, Madinaty."
Apartment,"25,000",rent,Monthly,"Rehab City, New Cairo, Cairo",60,1,1,N/A,N/A,https://www.bayut.eg/en/property/details-503429490.html,"Fully furnished studio apartment for rent with private garden 60 sqm A great deal Garden view in Al Rehab 1 - Phase 5, Condo - New Cairo"
Apartment,"60,000",rent,Monthly,"Katameya Plaza Compound, 1st Settlement, New Cairo, Cairo",230,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503428862.html,Semi furnished with Acs 3 bedrooms apartment for rent in Katameya Plaza compound Sodic new cairo
Chalet,"3,000",rent,Daily,"Gaia, Ras Al Hekma, North Coast, Matruh",140,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503428237.html,"Chalet for rent in Jaia, North Coast, Ras Al-Hikma, two rooms, two bathrooms, modern view, open location, special"
Apartment,"30,000",rent,Monthly,"Madinaty, Cairo",116,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503428192.html,"3-bedroom apartment for rent in Madinaty with the best location view of All Seasons Park Mall, special finishing at a great price."
Apartment,"40,000",rent,Monthly,"Madinaty, Cairo",133,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503427770.html,Apartment for rent in Madinaty B6 - ultra super lux finish and near South Park
Apartment,"44,000",rent,Monthly,"Rehab City, New Cairo, Cairo",135,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503427769.html,"An opportunity for those who appreciate distinction: a fully furnished apartment for rent in the newest phase of Al Rehab, brand new and ready for occ"
Apartment,"40,000",rent,Monthly,"Madinaty, Cairo",116,3,1,N/A,N/A,https://www.bayut.eg/en/property/details-503427729.html,"A ""Ultra Lux"" hotel apartment for rent in Madinaty B11 - View and luxury"
Apartment,"40,000",rent,Monthly,"Madinaty, Cairo",175,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503426155.html,Furnished apartment of 175 sqm for rent in Madinaty B2 - Garden View - fully air-conditioned with modern appliances
Apartment,"18,000",rent,Monthly,"Madinaty, Cairo",143,3,2,"EGP 18,000",N/A,https://www.bayut.eg/en/property/details-503343524.html,Amazing apartment 143 meters for rent b15
Twin House,"80,000",rent,Monthly,"Rehab City, New Cairo, Cairo",290,4,5,N/A,N/A,https://www.bayut.eg/en/property/details-503232343.html,Twin house villa for rent fully furnished great price 4 bedrooms in Al Rehab Hills Villas - New Cairo
Apartment,"12,500",rent,Monthly,"Madinaty, Cairo",78,2,1,"EGP 12,500",N/A,https://www.bayut.eg/en/property/details-503137236.html,"78 meters first residence, shot B12 next to the services"
Apartment,"35,000",rent,Monthly,"Madinaty, Cairo",84,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503070943.html,A unique opportunity for rent in Madinty
Apartment,"30,000",rent,Monthly,"Madinaty, Cairo",78,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503062613.html,A distinguished apartment for rent in Al Bay 12
Hotel Apartment,"43,000",rent,Monthly,"Madinaty, Cairo",137,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-502989292.html,A distinctive first residence hotel apartment of 137 square meters
Apartment,"25,000",rent,Monthly,"Madinaty, Cairo",83,2,1,"EGP 25,000",N/A,https://www.bayut.eg/en/property/details-502989155.html,Furnished apartment b11_ two bedrooms with an area of 83
Apartment,"30,000",rent,Monthly,"Madinaty, Cairo",105,2,1,"EGP 30,000",N/A,https://www.bayut.eg/en/property/details-502989097.html,A unique opportunity for a furnished rental - two rooms and a bathroom in b1 with an area of 105.
Hotel Apartment,"45,000",rent,Monthly,"Madinaty, Cairo",131,3,2,"EGP 45,000",N/A,https://www.bayut.eg/en/property/details-502879811.html,"First residence apartment, hotel furniture b15"
Apartment,"13,000",rent,Monthly,"Katameya Gardens Compound, 5th Settlement, New Cairo, Cairo",100,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503427666.html,"Apartment for rent in Kattameya Gardens 100 sqm 2 bedrooms kitchen bathroom 3rd floor elevator compound full services EGP 13,000 monthly. ."
Apartment,"55,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",156,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503429862.html,"Apartment ground floor with garden for rent in Eastown,with kitchen and ACs,fifth settlement new cairo."
Apartment,"40,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",155,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503429858.html,Apartment for rent in new cairo fifth settlement hyde park compound
Apartment,"33,000",rent,Monthly,"Sheikh Zayed, Giza",72,1,1,N/A,N/A,https://www.bayut.eg/en/property/details-503429283.html,Furnished hotel apartment on the ground floor with a garden next to Arkan Plaza - Sheikh Zayed -
Apartment,"15,000",rent,Monthly,"Janna, 6th of October, Giza",150,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503430397.html,Licensed Apartment for Rent + Kitchen Cabinets + Master Bedroom
Villa,"130,000",rent,Monthly,"Madinaty, Cairo","10,000",7,7,N/A,N/A,https://www.bayut.eg/en/property/details-503431723.html,"For rent: A villa in Madinaty, Model A, on a wide open garden"
Apartment,"75,000",rent,Monthly,"The Courtyards Compound, Sheikh Zayed, Giza",165,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503428549.html,"Apartment Fully Furnished in a Prime Location for rent in Courtyard, Sodic, El Sheikh Zayed . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
Villa,"120,000",rent,Monthly,"Al Rabwa, Sheikh Zayed, Giza",360,4,3,N/A,N/A,https://www.bayut.eg/en/property/details-502867199.html,"Villa for rent in Rabwa, fully furnished and equip"
Apartment,"18,000",rent,Monthly,"El Khamayel Compound, Sheikh Zayed, Giza",150,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503427713.html,"Apartment for rent in Elkhmayel Compound, Sheikh Zayed (Alkhmayel)"
Apartment,"15,500",rent,Monthly,"5th Settlement, New Cairo, Cairo",180,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503430205.html,"Al-Lawha, Nasr City, first residence ultra super lux for Egyptians, and other apartments available for foreigners."
Villa,"165,000",rent,Monthly,"Gardenia Springs Compound, 5th Settlement, New Cairo, Cairo",724,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503428273.html,Finished Stand Alone For Rent in Gardenia Springs
Apartment,"22,000",rent,Monthly,"Maadi, Cairo",150,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503427416.html,"Furnished apartment for rent in Maadi, 103 Street, ground floor with a private entrance, consisting of three rooms, a reception, 2 bathrooms, a kitchen with natural gas, and a private garden."
Apartment,"11,000",rent,Monthly,"Maadi, Cairo",80,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503427375.html,"Furnished apartment in Maadi, close to Maadi Metro, the Corniche, and Tahrir Square, on the fourth floor, elevator, 105 Al-Raissi Street, consisting of two bedrooms, a living room, a bathroom, a kitchen, and a balcony."
Villa,"50,000",rent,Monthly,"Marassi, Sidi Abdel Rahman, North Coast, Matruh","2,000",7,8,N/A,N/A,https://www.bayut.eg/en/property/details-503342444.html,Palace Direct to the Sea with a private beach and private infinity pool in Marassi North Coast Luxury Palace in Marassi Next to New Alamein
Apartment,"12,000",rent,Monthly,"Maadi, Cairo",120,3,1,N/A,N/A,https://www.bayut.eg/en/property/details-503339584.html,"Furnished apartment in the heart of Maadi, very upscale location, fourth floor, consisting of 3 rooms, reception, bathroom, and kitchen with natural gas."
Apartment,"85,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",150,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503288390.html,"Luxury First Use Furnished Apartment for Rent in Eastown with High-End Finishing & Modern New Furniture,New Cairo"
Apartment,"100,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",148,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503288331.html,"Fully Furnished Apartment for Rent in Mivida Avenues – Prime Location ,New Cairo"
Villa,"258,500",rent,Monthly,"Katameya Heights Compound, Katameya, Cairo",450,4,5,N/A,N/A,https://www.bayut.eg/en/property/details-503288210.html,"Premium Standalone Villa for Rent in Katameya Heights – Private Pool, Prime Location with Spacious Layout in an Elite Community"
Penthouse,"600,000",rent,Monthly,"Katameya Dunes Compound, 5th Settlement, New Cairo, Cairo",500,5,6,N/A,N/A,https://www.bayut.eg/en/property/details-503127339.html,"Furnished first-use penthouse for rent In Katameya Dunes Compound, on the largest golf course in New Cairo -In the heart of the Fifth Settlement"
Apartment,"40,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",88,N/A,1,N/A,N/A,https://www.bayut.eg/en/property/details-502900997.html,Bright Fully Furnished Studio for Rent in Eastown – Ideal Location with Flexible Pricing
Villa,"400,000",rent,Monthly,"Mountain View 1.1, 5th Settlement, New Cairo, Cairo",700,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-502795913.html,Luxury Fully Furnished Standalone Villa for Rent in Mountain View Compound – New Cairo - Private swimming pool
Apartment,"30,000",rent,Monthly,"Madinaty, Cairo",146,3,1,N/A,N/A,https://www.bayut.eg/en/property/details-503427405.html,Spacious 3-Bedroom Apartment with Open View
Hotel Apartment,"55,000",rent,Monthly,"Rehab City, New Cairo, Cairo",200,3,3,"EGP 55,000",N/A,https://www.bayut.eg/en/property/details-503427215.html,"For rent in Al-Rehab, an apartment of 200m with hotel finishing and modern furniture at a special price"
Apartment,"47,500",rent,Monthly,"The Address, Sheikh Zayed, Giza",134,3,2,"EGP 47,500",N/A,https://www.bayut.eg/en/property/details-503427364.html,Ground floor apartment with garden for rent in The Address Compound – Sheikh Zayed
Apartment,"25,999",rent,Monthly,"Rehab City, New Cairo, Cairo",155,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503426876.html,Cheapest furnished 3-room apartment for rent in Al Rehab
Villa,"165,000",rent,Monthly,"Beverly Hills Compound, Sheikh Zayed, Giza",650,6,5,"EGP 165,000",N/A,https://www.bayut.eg/en/property/details-503427345.html,For Rent – Standalone Villa in Beverly Hills – First Occupancy – Sheikh Zayed
Apartment,"65,000",rent,Monthly,"ZED West Compound, Sheikh Zayed, Giza",198,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503275635.html,Luxury Furnished Apartment for Rent in Zed West – Landscape View
Apartment,"48,000",rent,Monthly,"ZED West Compound, Sheikh Zayed, Giza",211,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503274897.html,Apartment for rent - Zed West Sheikh Zayed kitchen appliances
Apartment,"24,000",rent,Monthly,"El Khamayel Compound, Sheikh Zayed, Giza",174,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503426884.html,"Apartment for rent with kitchen in Phase 2 of El Khamayel Compound, Sheikh Zayed, 174 square meters, super deluxe finishing"
Apartment,"32,000",rent,Monthly,"Rehab City, New Cairo, Cairo",211,3,3,"EGP 32,000",N/A,https://www.bayut.eg/en/property/details-503425698.html,"For rent in Al-Rehab, an apartment of 211 m with a garden view, ready to move in."
Apartment,"28,000",rent,Monthly,"Rehab City, New Cairo, Cairo",108,3,2,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-503419230.html,Furnished apartment for rent - Al Rehab 1 in a strategic location
Apartment,"46,000",rent,Monthly,"Madinaty, Cairo",116,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503419340.html,"For rent in Madinaty B12, a 116m apartment with special finishing | open garden view"
Apartment,"18,000",rent,Monthly,"Madinaty, Cairo",131,3,2,"EGP 18,000",N/A,https://www.bayut.eg/en/property/details-503425260.html,Distinguished apartment for rent in Madinaty 131m first occupancy prime location in the newest phase B15
Townhouse,"100,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",247,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503424485.html,luxury town house for rent in hyde park compound - new cairo
Apartment,"110,000",rent,Monthly,"Sky Condos Sodic Compound, 5th Settlement, New Cairo, Cairo",200,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503426991.html,"Apartment ultra modern finishing, fully furnished, for rent in Sodic Villete Compound New Cairo nearest to garden & pool & Gym & restaurants & Mivida."
Apartment,"16,000",rent,Monthly,"Madinaty, Cairo",131,3,2,"EGP 16,000",N/A,https://www.bayut.eg/en/property/details-503424129.html,Cheapest apartment 131 meters in b6
Apartment,"1,500",rent,Daily,"Mohandessin, Giza",100,2,1,"EGP 5,000",N/A,https://www.bayut.eg/en/property/details-503367440.html,Furnished apartment for rent in Mohandessin for families
Apartment,"36,999",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",185,4,3,"EGP 36,999",N/A,https://www.bayut.eg/en/property/details-503425504.html,"Luxury apartment for rent in Hyde Park New Cairo, 185 sqm, 3 bedrooms + guest room, panoramic view, super lux finishing, prime location near AUC & 90 Street."
Apartment,"65,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",88,1,1,N/A,N/A,https://www.bayut.eg/en/property/details-503425451.html,luxury Furn Studio For Rent Near T All Service best
Apartment,"39,999",rent,Monthly,"Rehab City, New Cairo, Cairo",122,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503425115.html,luxury Furn Apart For Rent Near T All Service best
Apartment,"30,000",rent,Monthly,"Rehab City, New Cairo, Cairo",155,3,3,"EGP 30,000",N/A,https://www.bayut.eg/en/property/details-503424238.html,"For rent in Al Rehab, new law, 155 meters, with kitchen and air conditioning, some special finishes, next to Mall 2 and the Red Mosque"
Apartment,"45,000",rent,Monthly,"Sporting, Alexandria",200,3,2,"EGP 90,000",N/A,https://www.bayut.eg/en/property/details-503423981.html,in Sporting
Apartment,"60,000",rent,Monthly,"Rehab City, New Cairo, Cairo",210,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503423478.html,Apartment in Al Rehab 210m for rent furnished
Apartment,"15,000",rent,Monthly,"Syaheia 1, 6th of October, Giza",120,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503423401.html,Apartment for Rent in North Touristic Area 1 Behind Mall of Arabia – Prime Location on Dahshur Road
Apartment,"60,000",rent,Monthly,"Madinaty, Cairo",150,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503422821.html,"A great deal on a furnished apartment for rent in one of the most prestigious areas of Madinaty, B15.150 square meters, first occupancy, with a view"
Apartment,"65,000",rent,Monthly,"Uptown Cairo, Mokattam, Cairo",180,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503411596.html,3BD+Maid+Garden 80m with Kitchen & ACS for Rent in Uptown Cairo Alto Phase
Apartment,"55,000",rent,Monthly,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",180,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503406644.html,Apartment with Garden 60m Fully Furnished 1st Use for Rent in Fifth Square Almarasem New Cairo
Townhouse,"90,000",rent,Monthly,"layan Compound, 5th Settlement, New Cairo, Cairo",280,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503406142.html,Twin Villa Landscape View With ACs & Kitchen for Rent in Layan New Cairo
Apartment,"30,000",rent,Monthly,"Rehab City, New Cairo, Cairo",110,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503426602.html,"Fully furnished apartment for rent garden view great deal Ready to move in 110 sqm 2 bedrooms typical floor, in Al Rehab 1 - Phase 5 - New Cairo"
Apartment,"55,000",rent,Monthly,"Al Narges, 5th Settlement, New Cairo, Cairo",200,3,2,"EGP 110,000",N/A,https://www.bayut.eg/en/property/details-503426201.html,"New Cairo, Fifth Settlement, Al-Narges 1, in front of Dusit Hotel"
Apartment,"28,000",rent,Monthly,"Madinaty, Cairo",85,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503425731.html,Luxury Furnished 2BR Apartment for Rent in Madinaty B12 – Prime Deal
Apartment,"70,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",183,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503425193.html,Apartment for Rent in Mivida Blue Views | 183 SQM | 3BR | Fully Finished
Apartment,"60,000",rent,Monthly,"Privado, Madinaty, Cairo",137,3,3,"EGP 60,000",N/A,https://www.bayut.eg/en/property/details-503424548.html,"137m² ground floor unit with garden for rent, furnished, in Privado Madinaty, first occupancy, near services, super deluxe finishing"
Apartment,"60,000",rent,Monthly,"District 5 Compound, 5th Settlement, New Cairo, Cairo",180,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503411185.html,Luxury3BD Apartment 1st Use with Kitchen & ACS For Rent in District 5 New Cairo
Apartment,"80,000",rent,Monthly,"Lake View Compound, 5th Settlement, New Cairo, Cairo",140,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503408812.html,2BD Fully Furnished with AC's 1st Use Open View for Rent in Lake View compound New Cairo 5th Settlement
Apartment,"110,000",rent,Monthly,"Lake View Compound, 5th Settlement, New Cairo, Cairo",220,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503408447.html,3BD+Nanny Fully Furnished Prime Location for Rent in Lake View New Cairo
Apartment,"55,000",rent,Monthly,"Amorada Compound, 5th Settlement, New Cairo, Cairo",160,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503407535.html,Luxury Furnished Apartment Pool View Front Of AUC New Cairo in Amorada Compound 5th Settlement
Apartment,"80,000",rent,Monthly,"Villette Compound, 5th Settlement, New Cairo, Cairo",160,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503407230.html,2BD Apartment Luxury Furnished with ACs For Rent in Villette Sodic New Cairo
Apartment,"45,000",rent,Monthly,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",130,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503406868.html,Luxury Furnished Apartment 1st Use For Rent in Fifth Sqaure Al Marasem New Cairo
Villa,"160,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",350,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503405186.html,Luxury Standalone 4BD+Maid with Kitchen & ACs Open View Villa for Rent in Mivida New Cairo
Apartment,"60,000",rent,Monthly,"Acacia Compound, 5th Settlement, New Cairo, Cairo",218,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503322412.html,Full furnished Apartment for rent in Acacia compound 5th settlement at New Cairo
Apartment,"6,500",rent,Monthly,"Maryotaya, Giza",120,2,1,"EGP 6,000",N/A,https://www.bayut.eg/en/property/details-503127634.html,"Apartment for rent in Marioutiya, a prime location near the Pyramids."
Apartment,"35,000",rent,Monthly,"El Yasmeen 4, 1st Settlement, New Cairo, Cairo",150,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-502848560.html,Super lux Apartment Furnished For Rent @ Yasmine 4
Apartment,"23,500",rent,Monthly,"Madinaty, Cairo",106,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-502159377.html,A 5 stars 2bedrooms furnished flat for rent in group b2 madinty
Apartment,"29,999",rent,Monthly,"Madinaty, Cairo",99,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503426514.html,"Very high-end furnished apartment with hotel-style finishing, close to services in my city."
Apartment,"40,000",rent,Monthly,"Rehab City, New Cairo, Cairo",85,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503425450.html,First Use Furnished Apartment with Private Garden in Rehab 1 – 2BR | Best Price
Apartment,"37,000",rent,Monthly,"Saba Pasha, Alexandria",150,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503422501.html,Furnished apartment for rent 150 m Saba Pasha (the Corniche)
Apartment,"23,000",rent,Monthly,"Madinaty, Cairo",90,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503425850.html,"Furnished apartment for rent in Madinaty B12, just steps from East Hub."
Hotel Apartment,"50,000",rent,Monthly,"Rehab City, New Cairo, Cairo",110,2,1,"EGP 50,000",N/A,https://www.bayut.eg/en/property/details-503425756.html,"Furnished apartment for rent in Al-Rehab city, ground floor with garden, exquisite finishing"
Duplex,"35,000",rent,Monthly,"7th District, Sheikh Zayed, Giza",300,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503422371.html,a fully furnished duplex with private garden for rent -Sheikh Zayed
Apartment,"26,000",rent,Monthly,"Rehab City, New Cairo, Cairo",155,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503422771.html,"A distinctive furnished apartment in Al Rehab City, 155 square meters, 3 bedrooms, 2 bathrooms, wide garden view, second floor, elevator, in the quiet and comfortable fifth phase."
Apartment,"14,000",rent,Monthly,"Madinaty, Cairo",96,2,2,"EGP 14,000",N/A,https://www.bayut.eg/en/property/details-503422267.html,"Apartment for rent in Madinaty, 96m, 2nd floor, in front of services, private finishing."
Apartment,"14,000",rent,Monthly,"Janna 2, Sheikh Zayed, Giza",130,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503431663.html,apartment for Rent in Jannah Zayed 2 compound
Apartment,"25,000",rent,Monthly,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo",120,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503422461.html,Finished Apartment for Rent in Mountain View iCity New Cairo Ground Floor
Apartment,"110,000",rent,Monthly,"Cairo Festival City Compound, Katameya, Cairo",200,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503422377.html,Fully Furnished 3 Bedroom Apartment for Rent in Cairo Festival City New Cairo
