source,property_id,title,compound,area,developer,property_type,bedrooms,bathrooms,size_sqm,finishing,ready_by,min_price,currency,min_down_payment,installment_percentage,installment_type,listing_type,location,latitude,longitude,url,photo_url
nawy,44623,"Administrative, Yellow Lane",Yellow Lane,New Cairo,Urbnlanes Development,Administrative,0.0,0.0,55,,2029-04-30,9575152,EGP,478758.0,90.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/44623-office-for-sale-in-yellow-residence-in-new-cairo-by-urbnlanes-development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Urbnlanes%20Development/yellowlane/Screenshot%202026-03-17%20124623/Screenshot%202026-03-17%20124623.png
nawy,40023,"Retail, Ezdan",Ezdan,New Capital City,Taj Misr Developments,Retail,0.0,0.0,57,,2027-04-30,13025000,EGP,1953750.0,85.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/40023-retail-for-sale-in-ezdan-in-new-capital-city-by-taj-misr-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/181177/Screenshot_7.png
nawy,36997,"Administrative, D Line",D Line,El Sheikh Zayed,La Vista Developments,Administrative,0.0,0.0,71,,2026-06-01,10980000,EGP,1098000.0,85.0,Equal,buy,El Sheikh Zayed,,,https://www.nawy.com/property/36997-retail-for-sale-in-d-line-in-el-sheikh-zayed-by-la-vista-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/165644/Screenshot_2.png
nawy,35078,"Chalet, La Vista 6",La Vista 6,Ain Sokhna,La Vista Developments,Chalet,3.0,2.0,130,finished,2029-01-31,9350000,EGP,467500.0,85.0,Equal,buy,Ain Sokhna,,,https://www.nawy.com/property/35078-chalet-ground-for-sale-in-la-vista-6-with-3-bedrooms-in-ain-sokhna-by-la-vista-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/366631/la_6___5_.jpg
nawy,34910,"Apartment, Yellow Residence",Yellow Residence,New Cairo,Urbnlanes Development,Apartment,1.0,2.0,103,,2029-04-30,8489175,EGP,424459.0,90.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/34910-apartment-for-sale-in-yellow-in-new-cairo-by-urbnlanes-development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/161595/1.jpeg
nawy,4443,"Apartment, Atika",Atika,New Capital City,New Plan,Apartment,2.0,3.0,141,finished,2028-04-30,12204000,EGP,1220400.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/4443-atika-apartment-garden,
nawy,2706,"Chalet, Zoya Ghazala Bay",Zoya Ghazala Bay,Ghazala Bay,LMD,Chalet,2.0,2.0,125,finished,2027-06-30,18100000,EGP,905000.0,95.0,Equal,buy,Ghazala Bay,,,https://www.nawy.com/property/2706-zoya-chalet,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/483988/Screenshot_2025-09-02_160308.png
nawy,121384,"Chalet, M Residence",M Residence,Ain Sokhna,Tatweer Misr,Chalet,1.0,2.0,70,finished,2030-04-30,5603000,EGP,280150.0,95.0,Equal,buy,Ain Sokhna,,,https://www.nawy.com/property/121384-Chalet-for-sale-in-M Residence-with-5-bedrooms-in-Ain Sokhna-by-Tatweer Misr,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Tatweer%20Misr/mresidence/M_Residence%20cabin%202/M_Residence%20cabin%202.png
nawy,120604,"Apartment, Aqmar",Aqmar,October Gardens,Kayan Real Estate,Apartment,1.0,1.0,75,semi_finished,2029-10-15,4000000,EGP,200000.0,95.0,Equal,buy,October Gardens,,,https://www.nawy.com/property/120604-apartment-for-sale-in-aqmar-with-1-bedroom,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images//aqmar/1/1.png
nawy,120396,"Villa, Zayard North Strike",Zayard North Strike,New Zayed,Palmier Developments ,Villa,3.0,4.0,252,,2030-04-30,19300000,EGP,1930000.0,90.0,Equal,buy,New Zayed,,,https://www.nawy.com/property/120396-villa-standard-villa-3-bedrooms-for-sale-in-zayard-north-strike-by-palmier-developments-,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images//zayardnorthstrike/Standalon%20252m%201/Standalon%20252m%201.jpg
nawy,120166,"Villa, The Cliff Il Bosco",The Cliff Il Bosco,New Capital City,Misr Italia Properties,Villa,3.0,4.0,399,,2029-11-30,39000000,EGP,3900000.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/120166-villa-standard-villa-3-bedrooms-for-sale-in-the-cliff-il-bosco-by-misr-italia-properties,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Misr%20Italia%20Properties/thecliffilbosco/488-5/488-5.jpg
nawy,118781,"Duplex, Central Park - Aliva",Central Park - Aliva,Mostakbal City,Mountain View,Duplex,3.0,4.0,230,finished,2029-02-28,22291107,EGP,334367.0,96.0,Equal,buy,Mostakbal City,,,https://www.nawy.com/property/118781-Duplex-for-sale-in-Central Park - Aliva-with-3-bedrooms-in-Mostakbal City-by-Mountain View,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Mountain%20View/centralparkaliva/ALIVA__-_Central_Park_-_Brochure_V2__low_res__Page_28_Image_0001/ALIVA__-_Central_Park_-_Brochure_V2__low_res__Page_28_Image_0001.jpg
nawy,117921,"Apartment, Boutique Village 2",Boutique Village 2,Golden Square,Modon Egypt,Apartment,2.0,1.0,117,semi_finished,2029-03-09,9950100,EGP,497505.0,90.0,Equal,buy,Golden Square,,,https://www.nawy.com/property/117921-apartment-for-sale-in-boutique-village-2-with-2-bedrooms,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Modon%20Developments/boutiquevillage2/1/1.png
nawy,114805,"Apartment, cityzen",cityzen,Mostakbal City,Al Qamzi Developments,Apartment,3.0,3.0,145,,2030-01-31,10280000,EGP,514000.0,90.0,Equal,buy,Mostakbal City,,,https://www.nawy.com/property/114805-Apartment-for-sale-in-cityzen-with-21-bedrooms-in-Mostakbal City-by-Al Qamzi Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Al%20Qamzi%20Developments/cityzen/Screenshot%202026-02-09%20143502/Screenshot%202026-02-09%20143502.png
nawy,114723,"Loft, The Gray Residences-Hills of One",The Gray Residences-Hills of One,New Zayed,People & Places,Loft,3.0,4.0,175,finished,2029-12-31,28006000,EGP,1400300.0,90.0,Equal,buy,New Zayed,,,https://www.nawy.com/property/114723-Loft-for-sale-in-The Gray Residences-Hills of One-with-23-bedrooms-in-New Zayed-by-People & Places,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/People%20Places/thegrayresidenceshillsofone/Screenshot%202026-02-08%20171413/Screenshot%202026-02-08%20171413.png
nawy,114361,"Apartment, The Cribs  Jefaira",The Cribs  Jefaira,Ras El Hekma,Inertia Egypt,Apartment,1.0,1.0,83,finished,2029-01-31,11600000,EGP,580000.0,95.0,Equal,buy,Ras El Hekma,,,https://www.nawy.com/property/114361-Apartment-for-sale-in-The Cribs  Jefaira-with-21-bedrooms-in-Ras El Hekma-by-Inertia Egypt,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Inertia%20Egypt/thecribsjefaira/Screenshot%202026-02-04%20104918/Screenshot%202026-02-04%20104918.png
nawy,112475,"Apartment, Golf Town",Golf Town,6th settlement,Modon Egypt,Apartment,1.0,1.0,70,,2029-09-01,4300000,EGP,430000.0,90.0,Equal,buy,6th settlement,,,https://www.nawy.com/property/112475-apartment-typical-apartment-1-bedroom-for-sale-in-golf-town-by-modon-egypt,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Modon%20Developments/golftown/Screenshot%202026-01-14%20132921/Screenshot%202026-01-14%20132921.png
nawy,111302,"Twinhouse, Keeva ",Keeva ,6th of October City,Al Ahly Sabbour Developments,Twinhouse,4.0,4.0,265,,2028-02-28,33340000,EGP,0.0,100.0,Cash,buy,6th of October City,,,https://www.nawy.com/property/111302-Twinhouse-for-sale-in-Keeva -with-6-bedrooms-in-6th of October City-by-Al Ahly Sabbour Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Al%20Ahly%20Sabbour%20Developments/keeva/Screenshot%202026-02-03%20141120/Screenshot%202026-02-03%20141120.png
nawy,110068,"Apartment, Midtown condo",Midtown condo,New Capital City,Better Home,Apartment,3.0,3.0,210,,2030-04-30,9690144,EGP,969014.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/110068-Apartment-for-sale-in-Midtown condo-with-21-bedrooms-in-New Capital City-by-Better Home,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Better%20Home/midtowncondo/default1/default1.webp
nawy,109712,"Apartment, KAIA",KAIA,El Sheikh Zayed,Guira Developments ,Apartment,1.0,1.0,91,finished,2029-06-01,9207376,EGP,460369.0,95.0,Equal,buy,El Sheikh Zayed,,,https://www.nawy.com/property/109712-Apartment-for-sale-in-KAIA-with-21-bedrooms-in-El Sheikh Zayed-by-Guira Developments ,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images//kaia/Screenshot%202025-12-07%20165822/Screenshot%202025-12-07%20165822.png
nawy,109536,"Medical, Taj Tower 2",Taj Tower 2,New Capital City,Taj Misr Developments,Medical,0.0,0.0,61,finished,2031-10-31,9831413,EGP,491571.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/109536-clinic-for-sale-in-taj-tower-2-by-taj-misr-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Taj%20Misr%20Developments/tajtower2/Brochure_Taj_Tower_21_Page_12_Image_0002/Brochure_Taj_Tower_21_Page_12_Image_0002.jpg
nawy,108480,"Apartment, Azad Views",Azad Views,New Cairo,Tameer,Apartment,2.0,2.0,105,,2028-01-01,12278626,EGP,1227863.0,80.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/108480-Apartment-for-sale-in-Azad Views-with-21-bedrooms-in-New Cairo-by-Tameer,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Tameer/azadviews/azad%20views/azad%20views.png
nawy,105844,"Apartment, Origami ",Origami ,New Cairo,Madinet Masr,Apartment,2.0,2.0,115,,2030-01-01,10444391,EGP,0.0,100.0,Cash,buy,New Cairo,,,https://www.nawy.com/property/105844-Apartment-for-sale-in-Origami -with-21-bedrooms-in-New Cairo-by-Madinet Masr,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Madinet%20Masr/origami/Origami_5/Origami_5.jpeg
nawy,105742,"Villa, Scenes",Scenes,Mostakbal City,Tatweer Misr,Villa,4.0,4.0,210,finished,2028-01-01,27160000,EGP,1358000.0,95.0,Equal,buy,Mostakbal City,,,https://www.nawy.com/property/105742-Villa-for-sale-in-Scenes-with-1-bedrooms-in-Mostakbal City-by-Tatweer Misr,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Tatweer%20Misr/scenes/villa%20scense/villa%20scense.png
nawy,103204,"Apartment, Sky Ramp",Sky Ramp,El Sheikh Zayed,Upwyde Developments,Apartment,3.0,3.0,158,,2029-06-30,11139000,EGP,556950.0,85.0,Equal,buy,El Sheikh Zayed,,,https://www.nawy.com/property/103204-Apartment-for-sale-in-Sky Ramp-with-21-bedrooms-in-El Sheikh Zayed-by-Upwyde Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Upwyde%20Developments/skyramp/skyramp5/skyramp5.png
nawy,103194,"Twinhouse, Hyde Park Signature",Hyde Park Signature,6th of October City,Hyde Park,Twinhouse,4.0,4.0,215,,2030-01-01,31300000,EGP,0.0,100.0,Cash,buy,6th of October City,,,https://www.nawy.com/property/103194-Twinhouse-for-sale-in-Hyde Park Signature-with-6-bedrooms-in-6th of October City-by-Hyde Park,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Hyde%20Park/hydeparksignature/Screenshot%202025-10-14%20173408/Screenshot%202025-10-14%20173408.png
nawy,103041,"Retail, K Business Park",K Business Park,6th of October City,Kayan Real Estate,Retail,0.0,0.0,31,,2029-01-31,4462500,EGP,446250.0,90.0,Equal,buy,6th of October City,,,https://www.nawy.com/property/103041-retail-ground-for-sale-in-k-business-park-in-6th-of-october-city-by-kayan-real-estate,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/560908/Screenshot_2025-10-14_115756.png
nawy,101970,"Apartment, Il Bosco New Capital",Il Bosco New Capital,New Capital City,Misr Italia Properties,Apartment,3.0,3.0,127,,2028-12-31,10065992,EGP,800000.0,92.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/101970-apartment-for-sale-in-il-bosco-new-capital,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/553206/Il_Bosco_New_Capital__apt.__9_.jpg
nawy,99017,"Apartment, Oak Residence",Oak Residence,New Heliopolis,SODIC,Apartment,3.0,3.0,232,finished,2027-09-30,25132000,EGP,376980.0,99.0,Equal,buy,New Heliopolis,,,https://www.nawy.com/property/99017-Apartment-for-sale-in-Oak Residence-with-21-bedrooms-in-New Heliopolis-by-SODIC,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/SODIC/oakresidence/Screenshot%202025-10-21%20181850/Screenshot%202025-10-21%20181850.png
nawy,97168,"Apartment, Club residence",Club residence,6th settlement,Ora Developers,Apartment,3.0,3.0,139,finished,2030-06-30,25904000,EGP,1295200.0,90.0,Equal,buy,6th settlement,,,https://www.nawy.com/property/97168-Apartment-for-sale-in-Club residence-with-21-bedrooms-in-6th settlement-by-Ora Developers,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Ora%20Developers/clubresidence/club%20res%20pic%20../club%20res%20pic%20...png
nawy,95499,"Apartment, Ayla Jefaira",Ayla Jefaira,Ras El Hekma,Inertia Egypt,Apartment,3.0,2.0,106,finished,2030-01-31,15892000,EGP,0.0,100.0,Cash,buy,Ras El Hekma,,,https://www.nawy.com/property/95499-Apartment-for-sale-in-Ayla Jefaira-with-21-bedrooms-in-Ras El Hekma-by-Inertia Egypt,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Inertia%20Egypt/aylajefaira/twla-ariel/twla-ariel.jpg
nawy,93389,"Apartment, The Village Views",The Village Views,El Sheikh Zayed,Ora Developers,Apartment,1.0,1.0,85,finished,2030-06-30,10043000,EGP,502150.0,90.0,Equal,buy,El Sheikh Zayed,,,https://www.nawy.com/property/93389-Apartment-for-sale-in-The Village Views-with-21-bedrooms-in-El Sheikh Zayed-by-Ora Developers,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Ora%20Developers/thevillageviews/zed%20pic%20555/zed%20pic%20555.png
nawy,89972,"Apartment, Jay - DOSE",Jay - DOSE,Al Dabaa,Akam Alrajhi Developments,Apartment,2.0,3.0,108,finished,2030-01-31,18900000,EGP,945000.0,90.0,Equal,buy,Al Dabaa,,,https://www.nawy.com/property/89972-Apartment-for-sale-in-Jay-with-21-bedrooms-in-Al Dabaa-by-Akam Alrajhi Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Akam%20Alrajhi%20Developments/jay/default1/default1.webp
nawy,89934,"Apartment, Vida Residence",Vida Residence,6th of October City,Kayan Real Estate,Apartment,1.0,1.0,73,semi_finished,2029-01-31,2472000,EGP,247200.0,90.0,Equal,buy,6th of October City,,,https://www.nawy.com/property/89934-studio-for-sale-in-vida-residence-with-1-bedroom-in-6th-of-october-city-by-kayan-real-estate,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/454342/f3.png
nawy,88168,"Townhouse, VYE SODIC",VYE SODIC,New Zayed,SODIC,Townhouse,3.0,4.0,229,,2027-03-30,32960000,EGP,1648000.0,95.0,Back Loaded,buy,New Zayed,,,https://www.nawy.com/property/88168-Townhouse-for-sale-in-VYE SODIC-with-7-bedrooms-in-New Zayed-by-SODIC,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/SODIC/vyesodic/tw__2_/tw__2_.jpg
nawy,85332,"Apartment, Il Bosco City ",Il Bosco City ,Mostakbal City,Misr Italia Properties,Apartment,3.0,2.0,157,semi_finished,2028-12-31,12563071,EGP,2190237.0,83.0,Equal,buy,Mostakbal City,,,https://www.nawy.com/property/85332-apartment-for-sale-in-il-bosco-city,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/427971/Screenshot_8.png
nawy,84751,"Apartment, Jade & Blue",Jade & Blue,New Cairo,Aspect Development,Apartment,1.0,1.0,60,finished,2029-06-30,5249380,EGP,524938.0,90.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/84751-apartment-for-sale-in-jade-blue-with-1-bedroom-in-new-cairo-by-aspect-development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/424863/Jade___Blue__1_.jpg
nawy,84615,"Apartment, Midtown Sky",Midtown Sky,New Capital City,Better Home,Apartment,1.0,1.0,90,,2030-04-30,4364888,EGP,436489.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/84615-Apartment-for-sale-in-Midtown Sky-with-21-bedrooms-in-New Capital City-by-Better Home,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Better%20Home/midtownsky/default5/default5.webp
nawy,83623,"Apartment, Cluster-Bloomfields",Cluster-Bloomfields,Mostakbal City,Tatweer Misr,Apartment,1.0,2.0,117,finished,2028-01-01,9311000,EGP,465550.0,90.0,Equal,buy,Mostakbal City,,,https://www.nawy.com/property/83623-Apartment-for-sale-in-Cluster-Bloomfields-with-21-bedrooms-in-Mostakbal City-by-Tatweer Misr,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Tatweer%20Misr/clusterbloomfields/Bloomfields_APTTatweer_Misr_-_Bloomfields_APTs__8_/Bloomfields_APTTatweer_Misr_-_Bloomfields_APTs__8_.jpg
nawy,81884,"Retail, Midtown Condo Mall",Midtown Condo Mall,New Capital City,Better Home,Retail,0.0,0.0,110,,2030-04-30,10345195,EGP,1034520.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/81884-Retail-for-sale-in-Midtown Condo Mall-with-10-bedrooms-in-New Capital City-by-Better Home,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Better%20Home/midtowncondomall/default4/default4.webp
nawy,81651,"Studio, Carnelia",Carnelia,Ain Sokhna,Ajna Developments,Studio,0.0,1.0,60,finished,2030-01-01,5249000,EGP,524900.0,90.0,Equal,buy,Ain Sokhna,,,https://www.nawy.com/property/81651-Studio-for-sale-in-Carnelia-with-9-bedrooms-in-Ain Sokhna-by-Ajna Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Ajna%20Developments/carnelia/carnelia%20chalet/carnelia%20chalet.png
nawy,81330,"Apartment, Nest",Nest,6th settlement,N Developments,Apartment,2.0,3.0,135,finished,2029-04-30,7411250,EGP,830000.0,89.0,Equal,buy,6th settlement,,,https://www.nawy.com/property/81330-apartment-for-sale-in-nest,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/408678/4.jpg
nawy,79448,"Apartment, Silvertown Silversands",Silvertown Silversands,Sidi Heneish,Ora Developers,Apartment,4.0,3.0,211,finished,2030-06-30,47471000,EGP,2373550.0,85.0,Equal,buy,Sidi Heneish,,,https://www.nawy.com/property/79448-Apartment-for-sale-in-Silvertown Silversands-with-21-bedrooms-in-Sidi Heneish-by-Ora Developers,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Ora%20Developers/silvertownsilversands/silvertown%208/silvertown%208.png
nawy,79362,"Villa, Hyde Park Central",Hyde Park Central,6th settlement,Hyde Park,Villa,4.0,5.0,265,,2030-01-01,50140000,EGP,0.0,100.0,Cash,buy,6th settlement,,,https://www.nawy.com/property/79362-Villa-for-sale-in-Hyde Park Central-with-1-bedrooms-in-6th settlement-by-Hyde Park,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Hyde%20Park/hydeparkcentral/villa%204/villa%204.png
nawy,78039,"Apartment, The Lark Residence",The Lark Residence,South Investors,Tamayoz Developments,Apartment,3.0,3.0,149,,2031-04-26,7897000,EGP,1184550.0,85.0,Equal,buy,South Investors,,,https://www.nawy.com/property/78039-apartment-for-sale-in-the-lark-residence-with-3-bedrooms-in-new-cairo-by-tamayoz-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/390357/1.jpg
nawy,74496,"Apartment, V Residences By Villette",V Residences By Villette,Golden Square,SODIC,Apartment,1.0,2.0,109,finished,2026-06-30,22602000,EGP,1130100.0,95.0,Front Loaded,buy,Golden Square,,,https://www.nawy.com/property/74496-Apartment-for-sale-in-V Residences By Villette-with-21-bedrooms-in-Golden Square-by-SODIC,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/SODIC/vresidencesbyvillette/faoLMtu5fuC4W8MazwOIlfUoTGxrJOco__1_/faoLMtu5fuC4W8MazwOIlfUoTGxrJOco__1_.jpg
nawy,72524,"Townhouse, Ever New Cairo",Ever New Cairo,6th settlement,Cred Developments,Townhouse,3.0,4.0,165,,2030-12-31,15578900,EGP,778945.0,95.0,Equal,buy,6th settlement,,,https://www.nawy.com/property/72524-Townhouse-for-sale-in-Ever New Cairo-with-7-bedrooms-in-6th settlement-by-Cred Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Cred%20Developments/evernewcairo/Ever%20east%20town%201/Ever%20east%20town%201.png
nawy,72476,"Apartment, Castle Landmark",Castle Landmark,New Capital City,Cred Developments,Apartment,3.0,3.0,175,semi_finished,2030-12-31,8410100,EGP,0.0,100.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/72476-Apartment-for-sale-in-Castle Landmark-with-21-bedrooms-in-New Capital City-by-Cred Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Cred%20Developments/castlelandmark/CLM%20pic%206/CLM%20pic%206.png
nawy,68894,"Apartment, Q Hills",Q Hills,New Zayed,Q Developments,Apartment,2.0,3.0,125,flexi_finished,2029-01-31,8250000,EGP,412500.0,90.0,Equal,buy,New Zayed,,,https://www.nawy.com/property/68894-apartment-for-sale-in-q-hills-with-2-bedrooms-in-new-zayed-by-q-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/352255/2.jpg
nawy,64780,"Studio, J East-Phase 2",J East-Phase 2,New Cairo,Juzur Development,Studio,0.0,1.0,52,semi_finished,2030-04-30,3800000,EGP,0.0,100.0,Cash,buy,New Cairo,,,https://www.nawy.com/property/64780-studio-for-sale-in-j-east-with-1-bedroom-in-new-cairo-by-juzur-development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/328602/apt__2_.jpg
nawy,61379,"Villa, Mar Bay - Ras El Hekma",Mar Bay - Ras El Hekma,Ras El Hekma,Al Marasem Development,Villa,5.0,7.0,350,furnished,2030-04-30,67100000,EGP,3355000.0,90.0,Equal,buy,Ras El Hekma,,,https://www.nawy.com/property/61379-villa-for-sale-in-mar-bay-ras-el-hekma-with-6-bedrooms-in-ras-el-hekma-by-al-marasem-development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/307633/1.jpg
nawy,59611,"Villa, Hacienda Waters",Hacienda Waters,Ras El Hekma,Palm Hills Developments,Villa,6.0,7.0,374,finished,2029-06-30,104272000,EGP,5213600.0,90.0,Equal,buy,Ras El Hekma,,,https://www.nawy.com/property/59611-Villa-for-sale-in-Hacienda Waters-with-1-bedrooms-in-Ras El Hekma-by-Palm Hills Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Palm%20Hills%20Developments/haciendawaters/Hacienda%20Waters%201%201/Hacienda%20Waters%201%201.jpg
nawy,56319,"Apartment, Swan Lake West",Swan Lake West,6th of October City,Hassan Allam Properties,Apartment,4.0,5.0,348,finished,2030-04-30,54400000,EGP,0.0,100.0,Cash,buy,6th of October City,,,https://www.nawy.com/property/56319-penthouse-for-sale-in-swan-lake-west-with-4-bedrooms-in-6th-of-october-city-by-hassan-allam-properties,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/277894/Screenshot_15.png
nawy,53879,"Apartment, EDEN ",EDEN ,New Cairo,Talaat Moustafa Group (TMG) Holding,Apartment,2.0,2.0,102,finished,2027-12-31,13900000,EGP,5350000.0,62.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/53879-serviced-apartment-for-sale-in-eden-new-cairo,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/264161/EDEN.PNG
nawy,52018,"Townhouse, West End",West End,Northern Expansion,West End Developments,Townhouse,3.0,3.0,240,,2029-04-30,14168849,EGP,1416885.0,90.0,Equal,buy,Northern Expansion,,,https://www.nawy.com/property/52018-townhouse-middle-for-sale-in-west-end-with-3-bedrooms-in-6th-of-october-city-by-west-end-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/253630/0.jpg
nawy,45523,"Townhouse, Roudy-phase 2",Roudy-phase 2,Northern Expansion,Zaya Development,Townhouse,4.0,4.0,260,,2029-10-31,14830000,EGP,1483000.0,90.0,Equal,buy,Northern Expansion,,,https://www.nawy.com/property/45523-townhouse-corner-for-sale-in-roudy-in-el-sheikh-zayed-by-zaya-development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/309323/Screenshot_10.jpg
nawy,44589,"Apartment, De Joya 2",De Joya 2,New Capital City,Taj Misr Developments,Apartment,3.0,3.0,160,semi_finished,2027-04-30,7710000,EGP,385500.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/44589-apartment-for-sale-in-de-joya-2-with-3-bedrooms-in-new-capital-city-by-taj-misr-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/218450/0.png
nawy,40128,"Retail, De joya 1 strip mall",De joya 1 strip mall,New Capital City,Taj Misr Developments,Retail,0.0,0.0,68,,2028-04-30,10332000,EGP,516600.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/40128-en,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/182128/1.png
nawy,40027,"Retail, Taj Tower",Taj Tower,New Capital City,Taj Misr Developments,Retail,0.0,0.0,19,,2028-10-31,6688000,EGP,334400.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/40027-en,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/180960/Screenshot_7.png
